Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
194,Kurk Lee\leeku01,PG,23,NJN,48,265,5.6,0.396,0.21100000000000002,0.39399999999999996,2.7,9.5,5.9,16.8,2.0,0.4,19.4,15.7,,-0.3,0.2,-0.1,-0.013000000000000001,,-5.7,-1.1,-6.7,-0.3,East
195,Tim Legler\legleti01,SG,24,DEN,10,148,6.4,0.389,0.16699999999999998,0.083,4.7,7.1,5.7,9.9,0.6,0.0,5.1,18.7,,-0.1,-0.1,-0.1,-0.046,,-3.7,-4.2,-8.0,-0.2,West
196,Gary Leonard\leonaga01,C,23,ATL,4,9,8.7,0.568,,,0.0,25.1,12.1,0.0,0.0,6.7,0.0,8.1,,0.0,0.0,0.0,0.114,,-6.6,-0.6,-7.2,0.0,East
197,Jim Les\lesji01,PG,27,SAC,55,1399,13.7,0.63,0.575,0.384,1.4,7.7,4.5,30.6,2.1,0.2,19.3,12.1,,2.7,0.9,3.6,0.125,,0.9,-2.1,-1.2,0.3,West
198,Clifford Lett\lettcl01,PG,25,SAS,7,99,6.9,0.516,0.034,0.31,1.2,6.4,3.9,9.8,1.0,0.6,19.5,17.2,,-0.1,0.1,0.0,0.013999999999999999,,-4.9,-1.4,-6.4,-0.1,West
199,Fat Lever\leverfa01,SG,30,DAL,4,86,13.5,0.49700000000000005,0.13,0.609,4.0,15.9,9.9,19.5,3.6,2.2,25.5,20.2,,-0.1,0.1,0.0,0.013999999999999999,,-3.9,2.3,-1.6,0.0,West
200,Cliff Levingston\levincl01,PF,30,CHI,78,1013,11.5,0.488,0.013999999999999999,0.32299999999999995,11.7,14.4,13.1,7.0,1.4,2.7,13.4,15.7,,0.7,1.4,2.0,0.095,,-1.9,0.7,-1.2,0.2,East
201,Reggie Lewis\lewisre01,SG,25,BOS,79,2878,16.2,0.54,0.011000000000000001,0.27899999999999997,5.0,10.3,7.9,9.6,1.7,1.7,9.7,22.2,,4.5,3.0,7.5,0.124,,0.7,0.1,0.8,2.0,East
202,Marcus Liberty\liberma01,SF,22,DEN,76,1171,10.4,0.45799999999999996,0.111,0.179,8.6,9.3,8.9,6.8,1.7,0.9,11.4,18.8,,-0.1,0.1,-0.1,-0.004,,-2.4,-2.1,-4.5,-0.7,West
203,Todd Lichti\lichtto01,SG,24,DEN,29,860,13.6,0.496,0.124,0.183,4.9,7.7,6.1,10.5,2.3,0.5,7.5,18.1,,0.9,0.1,1.0,0.055,,0.0,-1.3,-1.2,0.2,West
204,Alton Lister\listeal01,C,32,GSW,77,1552,10.7,0.509,0.003,0.514,8.6,25.7,17.1,7.7,0.6,3.4,18.0,15.1,,0.2,1.7,1.9,0.057999999999999996,,-3.5,1.1,-2.4,-0.1,West
205,Ian Lockhart\lockhia01,SF,23,PHO,1,2,76.3,1.064,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,,0.0,0.0,0.0,1.084,,27.3,-11.0,16.4,0.0,West
206,Brad Lohaus\lohaubr01,PF,26,MIL,81,1219,11.9,0.488,0.287,0.13,5.7,15.7,10.6,8.9,2.0,3.9,12.0,17.6,,0.1,1.7,1.8,0.071,,-2.0,1.5,-0.5,0.5,East
207,Grant Long\longgr01,PF,24,MIA,80,2514,12.2,0.5539999999999999,0.011000000000000001,0.41,9.8,15.5,12.6,9.7,2.3,1.0,19.1,13.3,,2.0,3.0,5.0,0.095,,-0.7,2.5,1.8,2.4,East
208,John Long\longjo01,SG,34,DET,25,256,11.9,0.5,0.071,0.294,4.0,10.3,7.1,10.5,1.8,0.5,12.7,18.9,,0.1,0.3,0.5,0.09,,-2.5,0.1,-2.5,0.0,East
209,Rick Mahorn\mahorri01,C,32,PHI,80,2439,11.8,0.535,0.016,0.429,7.1,21.2,14.3,6.8,1.6,1.4,16.0,14.2,,1.3,3.1,4.4,0.086,,-2.1,1.6,-0.4,0.9,East
210,Dan Majerle\majerda01,SF,25,PHO,77,2281,16.9,0.552,0.105,0.363,8.5,11.4,10.0,12.9,2.2,1.0,10.7,19.1,,4.4,2.8,7.2,0.152,,2.5,1.2,3.7,3.3,West
211,Jeff Malone\malonje01,SG,29,UTA,69,2466,14.4,0.56,0.006,0.244,1.8,7.6,4.9,9.7,1.0,0.2,8.6,22.5,,3.1,2.0,5.1,0.1,,-0.1,-1.1,-1.2,0.5,West
212,Karl Malone*\malonka01,PF,27,UTA,82,3302,24.8,0.596,0.009000000000000001,0.552,9.0,24.5,17.2,14.7,1.4,1.5,10.9,30.1,,9.9,5.6,15.5,0.225,,4.3,1.5,5.8,6.5,West
213,Moses Malone*\malonmo01,C,35,ATL,82,1912,18.2,0.57,0.012,0.622,15.0,23.4,19.1,5.1,0.8,2.3,15.2,19.4,,3.8,1.8,5.6,0.14,,-0.1,-0.8,-0.9,0.5,East
214,Danny Manning\mannida01,PF,24,LAC,73,2197,16.9,0.557,0.003,0.33799999999999997,8.1,12.8,10.4,13.9,2.6,1.7,15.3,22.7,,2.2,3.0,5.2,0.113,,1.0,1.8,2.8,2.7,West
215,Sarunas Marciulionis*\marcisa01,SG,26,GSW,50,987,16.3,0.5760000000000001,0.016,0.674,5.7,7.5,6.6,12.0,2.9,0.2,13.7,22.2,,1.8,0.7,2.5,0.121,,0.7,-1.2,-0.4,0.4,West
216,Jeff Martin\martije01,PG,24,LAC,74,1334,10.0,0.475,0.174,0.19699999999999998,4.2,6.4,5.3,7.0,1.3,1.4,8.2,18.3,,0.2,1.1,1.3,0.046,,-2.4,-1.0,-3.5,-0.5,West
217,Anthony Mason\masonan01,PF,24,DEN,3,21,15.7,0.665,0.0,2.0,12.3,10.0,11.2,0.0,2.0,0.0,0.0,12.6,,0.1,0.0,0.1,0.22,,0.8,-5.1,-4.3,0.0,West
218,Tony Massenburg\masseto01,PF,23,SAS,35,161,16.3,0.514,0.0,0.75,16.7,22.8,19.9,3.6,1.2,3.4,14.0,24.0,,0.1,0.3,0.4,0.129,,-3.2,-1.5,-4.6,-0.1,West
219,Vernon Maxwell\maxweve01,SG,25,HOU,82,2870,13.5,0.507,0.409,0.237,1.5,7.3,4.4,15.5,2.2,0.3,11.0,22.2,,2.5,3.5,5.9,0.099,,1.0,-0.3,0.7,1.9,West
220,Travis Mays\maystr01,PG,22,SAC,64,2145,12.3,0.526,0.272,0.457,2.8,6.7,4.7,18.3,1.9,0.3,15.5,21.0,,0.8,1.3,2.1,0.047,,-0.1,-1.4,-1.5,0.2,West
221,George McCloud\mccloge01,SF,23,IND,74,1070,7.9,0.46,0.353,0.14,3.9,8.6,6.3,18.7,1.8,0.6,19.6,18.2,,-0.8,0.4,-0.4,-0.018000000000000002,,-2.4,-2.0,-4.4,-0.6,East
222,Tim McCormick\mccorti01,C,28,ATL,56,689,11.9,0.556,0.016,0.48100000000000004,8.6,17.9,13.1,6.5,0.8,1.2,16.6,16.3,,0.6,0.5,1.1,0.075,,-2.2,-1.1,-3.3,-0.2,East
223,Rodney McCray\mccraro01,PF,29,DAL,74,2561,14.6,0.551,0.057,0.292,6.8,18.1,12.5,14.7,1.4,1.2,14.4,15.5,,3.1,2.3,5.3,0.1,,0.1,1.6,1.7,2.4,West
224,Xavier McDaniel\mcdanxa01,SF,27,TOT,81,2634,15.2,0.527,0.006999999999999999,0.225,7.6,15.5,11.7,10.5,1.4,1.0,12.4,23.2,,2.2,3.0,5.1,0.094,,0.0,0.0,0.0,1.3,NaN
224,Xavier McDaniel\mcdanxa01,SF,27,SEA,15,529,17.3,0.51,0.01,0.23800000000000002,8.0,10.3,9.2,11.6,2.5,0.5,11.1,28.6,,0.4,0.5,0.9,0.08199999999999999,,0.9,-1.3,-0.3,0.2,West
224,Xavier McDaniel\mcdanxa01,SF,27,PHO,66,2105,14.7,0.532,0.006,0.221,7.5,16.8,12.4,10.2,1.1,1.1,12.8,21.8,,1.7,2.5,4.2,0.096,,-0.3,0.4,0.1,1.1,West
225,Kevin McHale*\mchalke01,PF,33,BOS,68,2067,21.2,0.606,0.040999999999999995,0.302,8.4,16.5,12.8,8.8,0.6,4.0,11.9,23.9,,5.3,2.6,7.9,0.182,,2.2,0.3,2.5,2.3,East
226,Derrick McKey\mckeyde01,SF,24,SEA,73,2503,15.7,0.575,0.022000000000000002,0.32799999999999996,8.1,12.2,10.1,9.6,1.8,1.5,14.0,18.9,,4.3,2.1,6.4,0.12300000000000001,,1.7,0.7,2.3,2.7,West
227,Nate McMillan\mcmilna01,SG,26,SEA,78,1434,13.9,0.489,0.157,0.305,5.8,15.2,10.5,32.8,3.6,0.9,26.1,13.7,,0.8,2.0,2.8,0.09300000000000001,,-0.1,1.9,1.8,1.4,West
228,Mark McNamara\mcnamma01,C,31,ORL,2,13,1.0,0.0,0.0,0.0,0.0,34.5,16.8,0.0,0.0,0.0,0.0,3.1,,0.0,0.0,0.0,-0.019,,-11.9,-1.9,-13.8,0.0,West
229,Scott Meents\meentsc01,PF,27,SEA,13,53,9.4,0.28600000000000003,0.036000000000000004,0.14300000000000002,6.7,16.0,11.3,20.2,6.6,4.9,16.8,28.3,,-0.3,0.1,-0.1,-0.11699999999999999,,-7.6,5.3,-2.3,0.0,West
230,Reggie Miller*\millere01,SG,25,IND,82,2972,21.2,0.65,0.27699999999999997,0.515,3.2,7.4,5.4,16.6,1.8,0.3,10.2,22.5,,11.7,0.8,12.5,0.20199999999999999,,6.3,-2.3,4.0,4.5,East
231,Terry Mills\millste01,PF,23,TOT,55,819,13.6,0.49700000000000005,0.013999999999999999,0.22899999999999998,9.5,19.3,14.1,5.5,1.9,2.0,11.9,16.8,,0.4,0.9,1.3,0.078,,-2.9,0.0,-2.9,-0.2,NaN
231,Terry Mills\millste01,PF,23,DEN,17,279,14.5,0.494,0.017,0.183,9.6,21.4,14.9,7.3,2.4,1.7,12.2,18.7,,0.1,0.2,0.3,0.053,,-2.4,-0.3,-2.7,-0.1,West
231,Terry Mills\millste01,PF,23,NJN,38,540,13.1,0.499,0.012,0.262,9.5,18.2,13.7,4.6,1.7,2.2,11.8,15.8,,0.3,0.7,1.0,0.091,,-3.2,0.2,-3.0,-0.1,East
232,Sam Mitchell\mitchsa01,PF,27,MIN,82,3121,12.3,0.505,0.009000000000000001,0.392,6.6,13.2,9.7,6.3,1.1,1.2,8.1,17.8,,3.7,1.4,5.1,0.078,,-0.9,-0.8,-1.6,0.3,West
233,Paul Mokeski\mokespa01,C,34,GSW,36,257,6.6,0.434,0.153,0.254,8.6,20.1,14.4,4.3,1.4,0.7,9.6,11.3,,0.1,0.2,0.3,0.055999999999999994,,-3.6,-0.9,-4.4,-0.2,West
234,Sidney Moncrief\moncrsi01,SG,33,ATL,72,1096,11.2,0.589,0.267,0.43799999999999994,3.0,10.0,6.4,12.8,2.2,0.5,18.7,13.3,,1.1,0.8,1.8,0.079,,-0.6,-0.2,-0.8,0.3,East
235,Chris Morris\morrich01,SF,25,NJN,79,2553,14.7,0.48700000000000004,0.18600000000000003,0.254,8.3,13.3,10.7,12.8,2.6,2.2,13.5,19.5,,1.2,3.4,4.5,0.085,,0.1,2.0,2.1,2.6,East
236,John Morton\mortojo01,SF,23,CLE,66,1207,12.2,0.5329999999999999,0.044000000000000004,0.507,4.0,5.9,5.0,27.9,2.5,0.9,24.2,16.0,,0.5,1.0,1.5,0.057999999999999996,,-2.2,-0.8,-3.0,-0.3,East
237,Chris Mullin*\mullich01,SF,27,GSW,82,3315,21.4,0.618,0.092,0.4,4.7,10.0,7.4,14.9,2.4,1.1,12.6,23.5,,9.7,2.4,12.2,0.17600000000000002,,4.4,0.1,4.5,5.4,West
238,Chris Munk\munkch01,PF,23,UTA,11,29,14.5,0.529,0.0,1.714,21.7,34.3,28.4,4.9,1.7,4.3,28.9,26.4,,0.0,0.1,0.0,0.048,,-6.5,0.7,-5.8,0.0,West
239,Tod Murphy\murphto01,PF,27,MIN,52,1063,10.6,0.45899999999999996,0.075,0.46299999999999997,9.4,19.0,13.9,7.7,1.2,1.2,10.5,12.4,,0.6,0.7,1.4,0.062,,-2.6,0.0,-2.6,-0.2,West
240,Jerrod Mustaf\mustaje01,PF,21,NYK,62,825,8.3,0.503,0.004,0.382,7.3,16.1,11.8,6.2,0.9,1.0,18.6,17.3,,-0.4,0.8,0.4,0.022000000000000002,,-4.5,-0.6,-5.1,-0.6,East
241,Pete Myers\myerspe01,SG,27,SAS,8,103,7.1,0.521,0.043,0.478,2.3,16.3,9.7,17.8,1.4,1.8,33.5,16.9,,-0.2,0.2,0.0,-0.002,,-6.2,1.4,-4.8,-0.1,West
242,Larry Nance\nancela01,PF,31,CLE,80,2927,20.6,0.5670000000000001,0.006999999999999999,0.273,8.0,19.2,13.6,13.4,1.1,4.1,8.8,22.2,,6.1,3.6,9.8,0.16,,2.0,1.9,3.9,4.3,East
243,Craig Neal\nealcr01,PG,26,DEN,10,125,8.2,0.49200000000000005,0.257,0.629,1.4,11.7,6.0,33.8,1.4,0.0,29.8,18.0,,-0.1,0.0,-0.1,-0.047,,-4.3,-3.8,-8.1,-0.2,West
244,Ed Nealy\nealyed01,PF,30,PHO,55,573,11.3,0.541,0.165,0.392,8.8,19.4,14.4,7.6,2.0,0.4,14.3,9.4,,0.6,0.8,1.5,0.122,,-0.9,1.7,0.8,0.4,West
245,Johnny Newman\newmajo01,SF,27,CHH,81,2477,15.1,0.5589999999999999,0.083,0.46799999999999997,4.2,7.6,5.9,11.9,2.0,0.4,13.4,24.3,,2.8,1.3,4.1,0.08,,0.9,-1.2,-0.3,1.0,East
246,Ken Norman\normake01,SF,26,LAC,70,2309,16.4,0.526,0.031,0.265,8.1,15.2,11.6,10.9,1.3,1.6,10.7,22.8,,2.2,2.6,4.8,0.1,,0.4,0.4,0.8,1.6,West
247,Dan O'Sullivan\osullda01,C,22,UTA,21,85,6.0,0.504,0.0,0.688,7.4,15.6,11.8,6.4,0.6,0.7,16.1,12.9,,0.0,0.1,0.1,0.062,,-4.2,-0.1,-4.4,-0.1,West
248,Charles Oakley\oaklech01,PF,27,NYK,76,2739,13.6,0.585,0.003,0.513,13.1,25.2,19.3,10.4,1.1,0.4,22.8,15.0,,2.6,3.6,6.2,0.109,,-0.1,2.0,1.9,2.7,East
249,Alan Ogg\oggal01,C,23,MIA,31,261,7.4,0.455,0.036000000000000004,0.182,6.3,14.8,10.5,1.0,1.1,6.3,11.9,10.5,,-0.1,0.3,0.3,0.053,,-6.1,2.0,-4.2,-0.1,East
250,Hakeem Olajuwon*\olajuha01,C,28,HOU,56,2062,24.3,0.5489999999999999,0.004,0.289,11.4,28.3,19.9,10.2,2.9,6.4,13.9,25.0,,2.9,5.7,8.6,0.201,,0.4,5.9,6.3,4.3,West
251,Jawann Oldham\oldhaja01,C,33,IND,4,19,8.1,0.5,0.0,0.0,0.0,17.5,9.1,0.0,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,0.027999999999999997,,-6.2,-6.0,-12.2,0.0,East
252,Brian Oliver\olivebr01,SG,22,PHI,73,800,9.9,0.46,0.066,0.261,2.6,8.5,5.6,16.2,2.1,0.3,14.2,19.3,,-0.5,0.6,0.2,0.01,,-3.7,-1.4,-5.1,-0.6,East
253,Gerald Paddio\paddige01,SF,25,CLE,70,1181,9.3,0.461,0.047,0.184,3.7,7.8,5.8,11.9,0.9,0.3,11.5,22.8,,-0.9,0.5,-0.4,-0.018000000000000002,,-4.1,-2.9,-7.0,-1.5,East
254,Walter Palmer\palmewa01,C,22,UTA,28,85,8.5,0.38799999999999996,0.022000000000000002,0.33299999999999996,8.9,19.5,14.5,11.1,1.8,2.9,10.4,30.0,,-0.2,0.2,-0.1,-0.040999999999999995,,-7.0,-0.3,-7.3,-0.1,West
255,Robert Parish*\parisro01,C,37,BOS,81,2441,20.6,0.637,0.001,0.381,13.4,24.4,19.3,3.7,1.3,2.4,13.9,19.0,,6.1,3.9,10.0,0.198,,1.8,-0.1,1.7,2.3,East
256,John Paxson\paxsojo01,PG,30,CHI,82,1971,14.0,0.596,0.166,0.071,0.9,4.5,2.7,19.9,1.6,0.1,10.4,14.4,,4.2,1.5,5.7,0.14,,1.1,-2.2,-1.2,0.4,East
257,Kenny Payne\payneke01,SF,24,PHI,47,444,7.5,0.41100000000000003,0.095,0.153,4.4,12.1,8.3,5.4,1.1,0.8,9.4,21.9,,-0.7,0.3,-0.3,-0.037000000000000005,,-6.0,-2.9,-8.8,-0.8,East
258,Gary Payton*\paytoga01,PG,22,SEA,82,2244,13.2,0.47600000000000003,0.023,0.16899999999999998,5.7,7.3,6.5,30.8,3.7,0.4,22.6,14.9,,1.0,2.4,3.4,0.073,,0.0,0.9,0.9,1.6,West
259,Will Perdue\perduwi01,C,25,CHI,74,972,13.7,0.54,0.013000000000000001,0.47700000000000004,15.0,25.6,20.3,6.0,1.2,3.7,20.9,15.8,,0.6,1.7,2.3,0.115,,-2.3,1.4,-0.9,0.3,East
260,Sam Perkins\perkisa01,PF,29,LAL,73,2504,14.8,0.5670000000000001,0.086,0.375,8.1,16.5,12.5,6.2,1.3,1.8,10.6,16.9,,4.4,3.6,8.0,0.153,,0.6,1.7,2.3,2.7,West
261,Tim Perry\perryti01,C,25,PHO,46,587,13.8,0.552,0.035,0.486,10.4,12.9,11.7,5.9,1.9,4.2,15.5,14.4,,0.5,0.9,1.4,0.11599999999999999,,-0.9,2.5,1.5,0.5,West
262,Chuck Person\persoch01,SF,26,IND,80,2566,16.1,0.5529999999999999,0.165,0.18600000000000003,5.6,12.8,9.3,14.7,1.1,0.4,12.1,24.8,,3.1,0.8,3.9,0.073,,1.7,-2.2,-0.5,0.9,East
263,Jim Petersen\peterji01,C,28,GSW,62,834,9.8,0.518,0.017,0.322,9.1,17.3,13.2,4.2,0.7,2.9,15.1,15.2,,0.3,0.6,1.0,0.055,,-3.2,-0.6,-3.9,-0.4,West
264,Drazen Petrovic*\petrodr01,SG,26,TOT,61,1015,16.6,0.563,0.132,0.278,5.2,6.3,5.7,13.9,2.0,0.1,12.8,25.2,,1.7,0.8,2.5,0.11900000000000001,,1.4,-2.3,-0.9,0.3,NaN
264,Drazen Petrovic*\petrodr01,SG,26,POR,18,133,15.3,0.496,0.085,0.31,8.4,6.6,7.5,22.9,2.2,0.0,12.9,28.3,,0.1,0.2,0.3,0.094,,0.6,-1.7,-1.1,0.0,West
264,Drazen Petrovic*\petrodr01,SG,26,NJN,43,882,16.8,0.574,0.14,0.273,4.7,6.3,5.5,12.6,2.0,0.1,12.7,24.7,,1.6,0.6,2.3,0.12300000000000001,,1.5,-2.4,-0.9,0.2,East
265,Ricky Pierce\piercri01,SG,31,TOT,78,2167,21.0,0.586,0.1,0.40700000000000003,3.6,6.9,5.3,13.0,1.4,0.4,9.7,29.7,,6.7,1.2,7.9,0.174,,3.2,-3.4,-0.2,1.0,NaN
265,Ricky Pierce\piercri01,SG,31,MIL,46,1327,22.7,0.605,0.129,0.43200000000000005,3.3,7.3,5.3,12.7,1.4,0.5,9.8,30.7,,4.5,0.9,5.3,0.192,,4.0,-3.4,0.6,0.9,East
265,Ricky Pierce\piercri01,SG,31,SEA,32,840,18.3,0.5539999999999999,0.053,0.36700000000000005,4.2,6.3,5.3,13.4,1.3,0.2,9.6,28.0,,2.2,0.3,2.5,0.145,,2.0,-3.5,-1.5,0.1,West
266,Ed Pinckney\pincked01,PF,27,BOS,70,1165,16.6,0.622,0.004,0.47700000000000004,16.0,16.3,16.1,4.7,2.6,2.1,13.3,12.2,,2.9,1.8,4.7,0.195,,2.1,1.7,3.8,1.7,East
267,Scottie Pippen*\pippesc01,SF,25,CHI,82,3014,20.6,0.561,0.059000000000000004,0.295,6.5,16.6,11.6,23.5,3.2,1.9,15.1,21.8,,5.9,5.4,11.2,0.179,,3.1,3.2,6.3,6.4,East
268,Olden Polynice\polynol01,C,26,TOT,79,2092,14.0,0.5760000000000001,0.002,0.447,11.8,18.3,15.0,2.8,1.0,1.0,11.5,15.1,,3.1,2.0,5.2,0.11800000000000001,,-0.4,-0.8,-1.2,0.4,NaN
268,Olden Polynice\polynol01,C,26,SEA,48,960,15.2,0.562,0.0,0.376,14.0,19.7,16.8,2.4,1.4,1.3,13.0,17.8,,1.3,0.9,2.3,0.113,,-0.5,-1.8,-2.3,-0.1,West
268,Olden Polynice\polynol01,C,26,LAC,31,1132,12.9,0.5920000000000001,0.004,0.529,9.9,17.1,13.5,3.2,0.7,0.7,9.8,12.8,,1.8,1.1,2.9,0.12300000000000001,,-0.4,0.1,-0.3,0.5,West
269,Dave Popson\popsoda01,PF,26,BOS,19,64,11.6,0.48100000000000004,0.0,0.313,13.2,11.1,12.1,4.3,0.8,1.8,14.2,27.9,,0.0,0.1,0.0,0.035,,-4.1,-4.2,-8.3,-0.1,East
270,Terry Porter\portete01,PG,27,POR,81,2665,21.7,0.632,0.332,0.359,2.2,9.4,5.9,34.0,2.8,0.3,14.7,19.6,,9.2,3.9,13.0,0.235,,5.9,0.3,6.1,5.5,West
271,Paul Pressey\presspa01,SG,32,SAS,70,1683,11.4,0.545,0.134,0.312,3.5,7.9,5.8,21.8,1.8,1.1,21.2,15.2,,1.0,2.2,3.2,0.09,,-1.1,0.5,-0.6,0.6,West
272,Mark Price\pricema01,PG,26,CLE,16,571,21.7,0.61,0.272,0.318,1.6,7.5,4.6,44.6,3.7,0.2,20.1,21.3,,1.4,0.6,2.0,0.16699999999999998,,3.9,-1.6,2.4,0.6,East
273,Kevin Pritchard\pritcke01,PG,23,GSW,62,773,6.9,0.462,0.135,0.336,2.3,7.0,4.6,13.3,1.8,0.6,18.3,16.6,,-0.5,0.4,-0.2,-0.012,,-4.0,-1.6,-5.7,-0.7,West
274,Brian Quinnett\quinnbr01,SG,24,NYK,68,1011,9.0,0.5,0.142,0.11900000000000001,7.6,8.9,8.2,7.6,1.1,0.8,14.0,16.0,,0.1,0.8,0.8,0.039,,-2.2,-0.8,-3.0,-0.2,East
275,Kurt Rambis\rambiku01,PF,32,PHO,62,900,11.4,0.5529999999999999,0.012,0.509,9.8,21.8,16.1,8.7,1.3,0.7,18.0,11.3,,0.9,1.3,2.2,0.115,,-1.3,1.5,0.2,0.5,West
276,Blair Rasmussen\rasmubl01,C,28,DEN,70,2325,11.7,0.473,0.006,0.105,6.3,22.9,13.8,3.7,0.9,3.0,8.0,15.3,,0.6,1.1,1.7,0.036000000000000004,,-3.5,0.0,-3.5,-0.9,West
277,J.R. Reid\reidjr01,C,22,CHH,80,2467,10.8,0.508,0.003,0.335,7.0,16.7,11.7,5.3,1.7,1.2,14.7,18.0,,-0.3,2.1,1.8,0.034,,-2.6,0.5,-2.1,-0.1,East
278,Robert Reid\reidro01,SF,35,PHI,3,37,0.3,0.14300000000000002,0.0,0.0,6.2,20.8,13.7,14.1,1.4,4.8,17.6,20.1,,-0.2,0.1,-0.2,-0.235,,-13.0,2.4,-10.6,-0.1,East
279,Jerry Reynolds\reynoje01,SG,28,ORL,80,1843,17.8,0.529,0.043,0.528,5.1,12.9,8.8,17.0,2.5,1.8,15.0,25.4,,1.7,1.9,3.7,0.096,,0.1,0.8,0.9,1.3,West
280,Glen Rice\ricegl01,SF,23,MIA,77,2646,14.1,0.522,0.154,0.175,3.5,12.7,8.1,11.5,1.8,0.6,11.4,22.4,,1.9,2.5,4.4,0.08,,-0.1,-0.3,-0.4,1.0,East
281,Pooh Richardson\richapo01,PG,24,MIN,82,3154,18.1,0.49200000000000005,0.095,0.122,2.8,8.0,5.3,37.6,2.2,0.3,10.9,21.8,,4.5,1.3,5.9,0.08900000000000001,,2.7,-1.9,0.8,2.3,West
282,Mitch Richmond*\richmmi01,SG,25,GSW,77,3027,17.8,0.565,0.081,0.327,5.4,11.1,8.2,11.8,1.9,0.7,12.4,24.5,,5.2,1.9,7.1,0.113,,1.9,-0.8,1.0,2.3,West
283,Doc Rivers\riverdo01,PG,29,ATL,79,2586,16.2,0.527,0.257,0.257,1.9,9.0,5.3,19.5,2.8,1.1,9.9,20.1,,4.1,2.2,6.3,0.11599999999999999,,2.1,0.0,2.2,2.7,East
284,Fred Roberts\roberfr01,PF,30,MIL,82,2114,13.4,0.583,0.037000000000000005,0.312,5.9,10.0,7.9,9.5,1.5,0.9,15.1,18.2,,2.5,1.7,4.2,0.096,,-0.2,-0.3,-0.6,0.8,East
285,Alvin Robertson\roberal01,SG,28,MIL,81,2598,18.6,0.5379999999999999,0.07,0.29100000000000004,8.6,12.5,10.5,25.4,4.7,0.4,17.2,20.3,,3.4,4.3,7.7,0.142,,2.9,3.2,6.1,5.3,East
286,Clifford Robinson\robincl02,PF,24,POR,82,1940,14.1,0.507,0.024,0.39,7.1,12.7,10.0,11.0,1.9,2.4,12.3,22.6,,1.2,3.0,4.2,0.10400000000000001,,-1.2,1.4,0.1,1.0,West
287,David Robinson*\robinda01,C,25,SAS,82,3095,27.4,0.615,0.005,0.569,12.6,24.7,19.0,10.9,2.0,6.2,13.7,26.6,,9.4,7.6,17.0,0.264,,4.0,4.4,8.4,8.1,West
288,Larry Robinson\robinla01,SG,23,TOT,36,425,7.6,0.429,0.006999999999999999,0.18,7.5,5.7,6.6,11.4,1.8,0.1,14.3,18.2,,-0.4,0.2,-0.1,-0.016,,-3.7,-1.6,-5.3,-0.4,NaN
288,Larry Robinson\robinla01,SG,23,GSW,24,170,6.6,0.42700000000000005,0.0,0.254,9.7,5.2,7.5,8.5,2.5,0.3,19.6,19.2,,-0.3,0.1,-0.2,-0.051,,-4.5,-1.4,-5.9,-0.2,West
288,Larry Robinson\robinla01,SG,23,WSB,12,255,8.3,0.431,0.011000000000000001,0.132,6.0,6.0,6.0,13.4,1.4,0.0,10.3,17.5,,-0.1,0.1,0.0,0.006999999999999999,,-3.2,-1.7,-4.9,-0.2,East
289,Rumeal Robinson\robinru01,PG,24,ATL,47,674,11.7,0.478,0.045,0.331,3.1,8.5,5.8,28.5,2.3,0.7,21.5,21.6,,-0.5,0.5,-0.1,-0.004,,-2.7,-1.4,-4.1,-0.4,East
290,Dennis Rodman*\rodmade01,SF,29,DET,82,2747,13.9,0.525,0.054000000000000006,0.314,15.0,27.8,21.3,4.4,1.2,1.3,12.9,11.7,,3.4,5.2,8.7,0.151,,-0.5,2.6,2.1,2.9,East
291,Tree Rollins\rollitr01,C,35,DET,37,202,5.9,0.46,0.0,0.424,7.3,16.5,11.9,2.7,0.5,6.3,27.7,11.8,,-0.3,0.4,0.1,0.022000000000000002,,-7.0,3.5,-3.5,-0.1,East
292,Delaney Rudd\ruddde01,PG,28,UTA,82,874,11.8,0.512,0.214,0.249,2.0,6.6,4.4,36.9,2.1,0.1,24.4,21.2,,-0.3,0.9,0.6,0.033,,-2.3,-2.4,-4.6,-0.6,West
293,John Salley\sallejo01,PF,26,DET,74,1649,13.6,0.556,0.003,0.679,9.5,13.2,11.3,6.1,1.6,4.3,15.7,15.4,,1.9,2.9,4.8,0.139,,-1.0,3.6,2.5,1.9,East
294,Ralph Sampson*\sampsra01,C,30,SAC,25,348,7.2,0.365,0.054000000000000006,0.204,13.0,23.4,18.1,7.1,1.6,3.1,21.0,16.1,,-0.8,0.5,-0.3,-0.038,,-6.8,1.5,-5.3,-0.3,West
295,Jeff Sanders\sandeje01,PF,25,CHH,3,43,8.6,0.43700000000000006,0.0,0.14300000000000002,7.8,16.5,12.0,3.4,1.1,1.4,6.3,15.7,,0.0,0.0,0.0,0.022000000000000002,,-4.7,-1.5,-6.2,0.0,East
296,Mike Sanders\sandemi01,SF,30,IND,80,1357,8.4,0.446,0.04,0.115,6.4,9.1,7.8,10.9,1.3,1.1,11.1,18.1,,-0.4,0.5,0.1,0.003,,-3.0,-1.7,-4.6,-0.9,East
